reaction_type,set,reactants,products
<RX_6>,train,COc1ccc(-c2cn(Cc3ccccc3)c3c2CN(C(=O)OC(C)(C)C)CC3)cc1,COc1ccc(-c2cn(Cc3ccccc3)c3c2CNCC3)cc1
<RX_6>,train,CCOC(=O)c1c(C)nc(C(C)C)n1COCC[Si](C)(C)C,Cc1nc(C(C)C)n(COCC[Si](C)(C)C)c1C(=O)O
<RX_1>,train,CCCCI.COC(=O)c1ccc(OC)cc1O,CCCCOc1cc(OC)ccc1C(=O)OC
<RX_4>,train,CC(=O)CCC(=O)c1ccc(S(C)(=O)=O)cc1.NC1CCCCC1,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C1CCCCC1
<RX_6>,train,COc1ccc(-n2nnnc2-c2cc(Br)cnc2N)c(F)c1F,Nc1ncc(Br)cc1-c1nnnn1-c1ccc(O)c(F)c1F
<RX_6>,train,COc1ccc2occc2c1,Oc1ccc2occc2c1
<RX_3>,train,CC(C)(C)c1cc(Br)c(O)c(C=O)c1.OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C)(C)c1cc(C=O)c(O)c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1
<RX_1>,train,C[C@H](N)c1nc2ccn(C)c2cc1-c1ccnn1C.Nc1nc(N)c(Cl)c(Cl)n1,C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2ccn(C)c2cc1-c1ccnn1C
<RX_1>,train,O=CC1CN(Cc2ccccc2)CC1c1ccccc1.c1ccc(CC2CCNCC2)cc1,c1ccc(CC2CCN(CC3CN(Cc4ccccc4)CC3c3ccccc3)CC2)cc1
<RX_1>,train,Clc1ccc2c(c1)NCC2.O=[N+]([O-])c1ccc2c(Cl)ncnc2c1,O=[N+]([O-])c1ccc2c(N3CCc4ccc(Cl)cc43)ncnc2c1
<RX_9>,train,Cc1ccc(N2NC(C)C(=O)C2=O)cc1,Cc1ccc(N2NCC(=O)C2=O)cc1
<RX_2>,train,COC(=O)CC(=O)Cl.c1cc(-c2nc3c(s2)CNCC3)ccc1O[C@H]1C[C@H](N2CCCCC2)C1,COC(=O)CC(=O)N1CCc2nc(-c3ccc(O[C@H]4C[C@H](N5CCCCC5)C4)cc3)sc2C1
<RX_1>,train,C1CCNCC1.COc1ccc(C(Cl)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(c2ccc(OC)cc2)(c2ccc(OC)cc2)N2CCCCC2)cc1
<RX_6>,train,CC(C)(C)OC(=O)Nc1cc(Cl)cc(N=[N+]=[N-])c1,[N-]=[N+]=Nc1cc(N)cc(Cl)c1
<RX_2>,train,C=CC#N.CC(C)(C)O,C=CC(=O)NC(C)(C)C
<RX_2>,train,CCOC(=O)C1=C(O)c2sc3ccccc3c2S(=O)(=O)N1C.Nc1cnccn1,CN1C(C(=O)Nc2cnccn2)=C(O)c2sc3ccccc3c2S1(=O)=O
<RX_1>,train,Cn1c2c(c3ccc(Br)cc13)CN(C(=O)OC(C)(C)C)CCC2.O=c1cc(OCc2ccc(Cl)cn2)cc[nH]1,Cn1c2c(c3ccc(-n4ccc(OCc5ccc(Cl)cn5)cc4=O)cc13)CN(C(=O)OC(C)(C)C)CCC2
<RX_3>,train,CCCCCCn1c2ccc(Br)cc2c2cc(Br)ccc12.CCCC[Sn](CCCC)(CCCC)c1cccn1C,CCCCCCn1c2ccc(Br)cc2c2cc(-c3cccn3C)ccc12
<RX_1>,train,C=C(C)c1cccc(C=O)c1.NNc1cc(N2CCOCC2)c2nc(-c3ccncc3)cn2n1,C=C(C)c1cccc(C=NNc2cc(N3CCOCC3)c3nc(-c4ccncc4)cn3n2)c1
<RX_1>,train,CC(C)N1CCNCC1.COC(=O)c1ccc(Br)cc1,COC(=O)c1ccc(N2CCN(C(C)C)CC2)cc1
<RX_3>,train,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCC1)CCC2.O=C1Cc2cc(F)cc(Br)c2N1,Cc1c(C=C2C(=O)Nc3c(Br)cc(F)cc32)[nH]c2c1C(=O)N(CCN1CCCC1)CCC2
<RX_2>,train,CC(C)C(=O)OC(=O)C(C)C.Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(=O)OCC2c3ccccc3-c3ccccc32)c(=O)[nH]1,CC(C)C(=O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(=O)OCC2c3ccccc3-c3ccccc32)c(=O)[nH]1
<RX_6>,train,CCOC(=O)c1cn2c3c(cc(I)cc3c1=O)OCC2,O=C(O)c1cn2c3c(cc(I)cc3c1=O)OCC2
<RX_2>,train,CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12.NCCCCCC(=O)O,CN(C)c1cccc2c(S(=O)(=O)NCCCCCC(=O)O)cccc12
<RX_3>,train,O=C(C1CC1)N1CC[C@@H](Cn2c(-c3ccc(Br)cc3)n[nH]c2=O)C1.OB(O)c1ccc(Cl)cc1,O=C(C1CC1)N1CC[C@@H](Cn2c(-c3ccc(-c4ccc(Cl)cc4)cc3)n[nH]c2=O)C1
<RX_2>,train,CC1(C)C(=O)N(CCN)c2cc3[nH]c(-c4n[nH]c5ccccc45)nc3cc21.O=C(O)c1ccccc1,CC1(C)C(=O)N(CCNC(=O)c2ccccc2)c2cc3[nH]c(-c4n[nH]c5ccccc45)nc3cc21
<RX_1>,train,CC(C)(C)n1nc(Cc2ccc(Cl)cc2)cc1N.O=S(=O)(Nc1nccs1)c1ccc(I)cc1,CC(C)(C)n1nc(Cc2ccc(Cl)cc2)cc1Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
<RX_6>,train,O=C(c1ccc(Br)cc1)C1CCN(C(=O)C(F)(F)F)CC1,O=C(c1ccc(Br)cc1)C1CCNCC1
<RX_1>,train,Cc1cc(N)c2cn[nH]c2c1.Fc1ccc(I)c(F)c1,Cc1cc(N)c2cnn(-c3ccc(F)cc3F)c2c1
<RX_1>,train,N#CCCl.Oc1cc(Br)cnc1Cl,N#CCOc1cc(Br)cnc1Cl
<RX_9>,train,O=[N+]([O-])c1ccc(Cn2cc(I)c3c(Cl)ncnc23)cc1.[NH4+],Nc1ncnc2c1c(I)cn2Cc1ccc([N+](=O)[O-])cc1
<RX_5>,train,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Cn1cc(C[C@@H](N)C(=O)O)c2ccccc12,Cn1cc(C[C@@H](NC(=O)OC(C)(C)C)C(=O)O)c2ccccc12
<RX_2>,train,CC(F)(F)CCCCn1ccc(N)n1.O=C(O)/C=C/c1ccc(C(F)(F)F)cc1,CC(F)(F)CCCCn1ccc(NC(=O)/C=C/c2ccc(C(F)(F)F)cc2)n1
<RX_2>,train,COc1cccc(C2(C(=O)Cl)CCN(c3ncccn3)CC2)c1.NS(N)(=O)=O,COc1cccc(C2(C(=O)NS(N)(=O)=O)CCN(c3ncccn3)CC2)c1
<RX_2>,train,CC(=O)c1c(C(=O)O)c(C)n(C)c1C.COC(=O)[C@@H](N)Cc1ccc(OCc2c(Cl)cccc2Cl)cc1,COC(=O)[C@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)NC(=O)c1c(C(C)=O)c(C)n(C)c1C
<RX_1>,train,OCCCl.Oc1cccc2nc[nH]c12,ClCCOc1cccc2nc[nH]c12
<RX_9>,train,O=C(O)c1cncc(Br)c1,O=Cc1cncc(Br)c1
<RX_3>,train,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2.O=C1Cc2c(cccc2-c2cccc(F)c2)N1,Cc1c(C=C2C(=O)Nc3cccc(-c4cccc(F)c4)c32)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2
<RX_3>,train,CNC(=O)c1cccc(B(O)O)c1.Clc1nc(N2CCOCC2)c2sc(I)cc2n1,CNC(=O)c1cccc(-c2cc3nc(Cl)nc(N4CCOCC4)c3s2)c1
<RX_9>,train,NC(=O)c1cccc2nnsc12,N#Cc1cccc2nnsc12
<RX_1>,train,CC(O)c1ccc(Br)nc1.CNC,CC(c1ccc(Br)nc1)N(C)C
<RX_2>,train,COc1ccc2c(c1)CCC(C(=O)O)C2.Cc1cc(C(C)N)c(F)cc1NS(C)(=O)=O,COc1ccc2c(c1)CCC(C(=O)NC(C)c1cc(C)c(NS(C)(=O)=O)cc1F)C2
<RX_1>,train,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC.N#CBr,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(C#N)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H]1CC
<RX_1>,train,CC(=O)Nc1cc(-c2cc(-c3ncn(COCC[Si](C)(C)C)n3)c(Br)o2)c(C)cn1.CN(C)C1CCCNC1,CC(=O)Nc1cc(-c2cc(-c3ncn(COCC[Si](C)(C)C)n3)c(N3CCCC(N(C)C)C3)o2)c(C)cn1
<RX_2>,train,CC[C@@H]1C(=O)Nc2cc(F)ccc2N1C(=O)c1ccc(OC)cc1,CC[C@@H]1C(=O)Nc2cc(F)ccc2N1C(=O)c1cccc(OC)c1
<RX_1>,train,C#CC1(O)CCN(C)CC1.O=[N+]([O-])c1ccccc1F,C#CC1(Oc2ccccc2[N+](=O)[O-])CCN(C)CC1
<RX_3>,train,OB(O)c1ccncc1.OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(Br)cc2)CC1,OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(-c3ccncc3)cc2)CC1
<RX_6>,train,CCOC(=O)CC1CCN(C(=O)C(C)(C)[C@H]2O[C@H](c3cccc(OC)c3OC)c3cc(Cl)ccc3-n3cccc32)CC1,COc1cccc([C@H]2O[C@H](C(C)(C)C(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
<RX_2>,train,Cc1ccnc(C=Cc2nn(C3CCCCO3)c3cc(Nc4ccccc4C(=O)O)ccc23)c1.NCC#CC1CC1,Cc1ccnc(C=Cc2nn(C3CCCCO3)c3cc(Nc4ccccc4C(=O)NCC#CC4CC4)ccc23)c1
<RX_2>,train,COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1.OC/C=C/C#Cc1ccc(Cc2ncc[nH]2)cc1,COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/C#Cc2ccc(Cc3ncc[nH]3)cc2)C1c1cccc([N+](=O)[O-])c1
<RX_5>,train,O=C(OC(=O)C(F)(F)F)C(F)(F)F.OCCN1CCNCC1,O=C(N1CCN(CCO)CC1)C(F)(F)F
<RX_2>,train,Cc1ccc2c(Cl)ncc(C(=O)O)n12.NCC1CCOCC1,Cc1ccc2c(Cl)ncc(C(=O)NCC3CCOCC3)n12
<RX_2>,train,O=C(Cl)CCl.O=C1O[C@@H](COc2ccon2)CN1c1ccc(N2CCNCC2)c(F)c1,O=C(CCl)N1CCN(c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1
<RX_6>,train,CCOC(=O)C1(NC(=O)c2cccc(C#N)c2C)Cc2ccccc2C1,Cc1c(C#N)cccc1C(=O)NC1(C(=O)O)Cc2ccccc2C1
<RX_6>,train,CCC(CC)C(Nc1ccc(C(=O)OC)cc1)c1sc2ccccc2c1C,CCC(CC)C(Nc1ccc(C(=O)O)cc1)c1sc2ccccc2c1C
<RX_3>,train,CC(C)(C)OC(=O)N1CCC[C@@H](C(=O)c2cccc(Cl)c2)C1.CC(F)(F)CCC[Mg+],CC(F)(F)CCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1
<RX_6>,train,CC(C)(C)CC1NC(C(=O)OC(C)(C)C)C(c2cc(F)cc(Cl)c2)C1(C#N)c1ccc(Cl)cc1F,CC(C)(C)CC1NC(C(=O)O)C(c2cc(F)cc(Cl)c2)C1(C#N)c1ccc(Cl)cc1F
<RX_2>,train,Cn1ncc2c(N)cccc12.O=C=NCc1ccc(N2CCCCCC2)c(F)c1,Cn1ncc2c(NC(=O)NCc3ccc(N4CCCCCC4)c(F)c3)cccc12
<RX_2>,train,Cc1cc(N2CCOCC2)cc(C)c1N.O=C(Cl)OCc1ccccc1,Cc1cc(N2CCOCC2)cc(C)c1NC(=O)OCc1ccccc1
<RX_5>,train,Brc1cnc(Nc2cccc(OCc3ccccc3)c2)nc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)N(c1cccc(OCc2ccccc2)c1)c1ncc(Br)cn1
<RX_3>,train,Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(Br)ccc3o2)cc1.OB(O)c1cccnc1,Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(-c4cccnc4)ccc3o2)cc1
<RX_6>,train,CCCCN(Cc1ccc(C(F)(F)F)cc1F)C(=O)COc1ccc(CCOc2ccccc2C(=O)OC)cc1,CCCCN(Cc1ccc(C(F)(F)F)cc1F)C(=O)COc1ccc(CCOc2ccccc2C(=O)O)cc1
<RX_1>,train,O=C1OCCC1Br.Oc1ccc(Br)cc1,O=C1OCCC1Oc1ccc(Br)cc1
<RX_3>,train,CC1(C)OB(c2cncc(NS(=O)(=O)c3ccc(F)cc3F)c2)OC1(C)C.Clc1ccc2ncnc(OC3CCOCC3)c2n1,O=S(=O)(Nc1cncc(-c2ccc3ncnc(OC4CCOCC4)c3n2)c1)c1ccc(F)cc1F
<RX_6>,train,COC(=O)C=Cc1cc2cc(NC(=O)c3cc4ccccc4o3)ccc2[nH]1,O=C(O)C=Cc1cc2cc(NC(=O)c3cc4ccccc4o3)ccc2[nH]1
<RX_9>,train,CCC(=O)c1ccc(Cl)cc1.NO,CCC(=NO)c1ccc(Cl)cc1
<RX_2>,train,CCCCc1cc(N2CCNCC2)c2nc(CCC(=O)OC)ccc2c1.O=C(O)Cc1ccc(OCCCN2CCCCCC2)cc1,CCCCc1cc(N2CCN(C(=O)Cc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2nc(CCC(=O)OC)ccc2c1
<RX_2>,train,CC(C)(O)C(=O)O.CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CNC3)n(C)c2n1,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CN(C(=O)C(C)(C)O)C3)n(C)c2n1
<RX_1>,train,Clc1cccc2c(-c3ccnc(NC4CCCC4)n3)c(-c3ccco3)nn12.NC1CC1,c1coc(-c2nn3c(NC4CC4)cccc3c2-c2ccnc(NC3CCCC3)n2)c1
<RX_2>,train,Nc1cnccn1.O=C(O)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1,O=C(Nc1cnccn1)c1cnc(OCC(F)(F)F)c(C2CCCC2)c1
<RX_6>,train,CC(C)(C)OC(=O)N1C[C@@H]2C[C@@H]2C[C@H]1CNc1ncc(C(F)(F)F)cn1,FC(F)(F)c1cnc(NC[C@@H]2C[C@H]3C[C@H]3CN2)nc1
<RX_1>,train,COC(=O)c1cc(Cl)c2cc(Cl)ccc2n1.Cc1[nH]c(C(=O)NC2CCNCC2)c(Cl)c1Cl,COC(=O)c1cc(N2CCC(NC(=O)c3[nH]c(C)c(Cl)c3Cl)CC2)c2cc(Cl)ccc2n1
<RX_3>,train,CC(C)(C)OC(=O)NC(C)(C)c1ccc(Nc2c(C(=O)C3CC3)cnc3ccc(Br)cc23)cc1.CC1(C)OB(c2cc(Cl)c(O)c(Cl)c2)OC1(C)C,CC(C)(C)OC(=O)NC(C)(C)c1ccc(Nc2c(C(=O)C3CC3)cnc3ccc(-c4cc(Cl)c(O)c(Cl)c4)cc23)cc1
<RX_2>,train,CCC1Cc2ccccc2N1.O=C([O-])Cc1nc(N2CCOCC2)cc(=O)[nH]1,CCC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1
<RX_9>,train,[N-]=[N+]=N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O,N[C@@H]1CCN(C(=O)OCc2ccccc2)C[C@H]1O
<RX_2>,train,CC1CCC(C(C)C)C(N)C1.O=C(Cl)c1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1NC(=O)c1ccccc1
<RX_10>,train,CSc1ccc(CN=[N+]=[N-])cc1.ClCCl,[N-]=[N+]=NCc1ccc(SCCl)cc1
<RX_1>,train,COC(=O)CN.O=Cc1ccccc1,COC(=O)CN=Cc1ccccc1
<RX_1>,train,BrCCCBr.O=C1CCc2cc(O)ccc2N1,O=C1CCc2cc(OCCCBr)ccc2N1
<RX_2>,train,CC(C(=O)O)c1ccc(N2CCCC2=O)cc1.CC(C)(C)OC(=O)n1nc(C2CC2)cc1N,CC(C(=O)Nc1cc(C2CC2)nn1C(=O)OC(C)(C)C)c1ccc(N2CCCC2=O)cc1
<RX_6>,train,CC(=O)OCc1c(-c2cc(Nc3ccc(OC(C)(C)CN(C)C)cn3)c(=O)n(C)n2)cccc1-n1ncc2cc(C(C)(C)C)cc(F)c2c1=O,CN(C)CC(C)(C)Oc1ccc(Nc2cc(-c3cccc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)nn(C)c2=O)nc1
<RX_1>,train,CC(C)(C)OC(=O)c1ccc(-c2ccccc2)cc1N.CN(C)c1ccccc1Br,CN(C)c1ccccc1Nc1cc(-c2ccccc2)ccc1C(=O)OC(C)(C)C
<RX_6>,train,COc1ccc(N(Cc2ccc(OC3CCCCO3)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)cc1,COc1ccc(N(Cc2ccc(O)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)cc1
<RX_1>,train,N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccccc2)C1.O=Cc1ccnc2ccccc12,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CC[C@H](NCc2ccnc3ccccc23)C[C@H]1Cc1ccccc1
<RX_7>,train,CC(C)(C#N)c1cccc([N+](=O)[O-])c1,CC(C)(C#N)c1cccc(N)c1
<RX_3>,train,C#C[Si](C)(C)C.COC(=O)C1(c2cc(Br)sc2Br)CCCCC1,COC(=O)C1(c2cc(C#C[Si](C)(C)C)sc2Br)CCCCC1
<RX_8>,train,CC(C)(C)[Si](OC1CCC(CO)CC1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OC1CCC(C=O)CC1)(c1ccccc1)c1ccccc1
<RX_1>,train,C#CCBr.Cc1nc(-c2cccnc2)cn1NC(=O)OC(C)(C)C,C#CCN(C(=O)OC(C)(C)C)n1cc(-c2cccnc2)nc1C
<RX_7>,train,CCc1ccc(Oc2cccc(C#N)c2)cc1,CCc1ccc(Oc2cccc(CN)c2)cc1
<RX_1>,train,ClCCN1CCCC1.O=[N+]([O-])c1ccc2[nH]nc(Cl)c2c1,O=[N+]([O-])c1ccc2c(c1)c(Cl)nn2CCN1CCCC1
<RX_1>,train,CC(=O)NC[C@@H](C)Oc1cccc2ncnc(Nc3ccc(O)c(C)c3)c12.Fc1cccc(CCl)c1,CC(=O)NC[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(C)c3)c12
<RX_3>,train,CN(C)c1ccc(B(O)O)cc1.O=C(CCC(=O)c1ccc2c(c1)CCO2)Nc1cc(Cl)cc(-c2ccccc2)n1,CN(C)c1ccc(-c2cc(NC(=O)CCC(=O)c3ccc4c(c3)CCO4)nc(-c3ccccc3)c2)cc1
<RX_2>,train,COc1cc2ncnc(Oc3cnc(CC(=O)O)c(OC)c3)c2cc1OC.Cc1cc(N)cc(CN(C)C)c1,COc1cc2ncnc(Oc3cnc(CC(=O)Nc4cc(C)cc(CN(C)C)c4)c(OC)c3)c2cc1OC
<RX_6>,train,CCOC(=O)CNC(=O)c1ccc(NCCCCCCCCCCCCCCCC(F)(F)F)cc1,O=C(O)CNC(=O)c1ccc(NCCCCCCCCCCCCCCCC(F)(F)F)cc1
<RX_3>,train,Brc1ccccn1.OB(O)c1cc2ccccc2s1,c1ccc(-c2cc3ccccc3s2)nc1
<RX_1>,train,BrCC1CC1.OCCOc1ccccc1O,OCCOc1ccccc1OCC1CC1
<RX_2>,train,CC1(c2cccc(N)c2)C2CN(CCCC3CCCCC3)CC12.CCS(=O)(=O)Cl,CCS(=O)(=O)Nc1cccc(C2(C)C3CN(CCCC4CCCCC4)CC23)c1
<RX_1>,train,N=C(N)NN.O=C1CC(c2cc(Cl)sc2Cl)Cc2nncc(C(F)(F)F)c21,N=C(N)NN=C1CC(c2cc(Cl)sc2Cl)Cc2nncc(C(F)(F)F)c21
<RX_3>,train,CCOC(=O)CCc1ccc(OC)cc1OC.COc1ccc(C(=O)Cl)cc1,CCOC(=O)CCc1cc(C(=O)c2ccc(OC)cc2)c(OC)cc1OC
<RX_1>,train,CS(=O)(=O)Nc1ccc(Oc2ccc3c(c2)CCC(c2cccc(O)c2)O3)nc1.O=[N+]([O-])c1ccc(Cl)nc1,CS(=O)(=O)Nc1ccc(Oc2ccc3c(c2)CCC(c2cccc(Oc4ccc([N+](=O)[O-])cn4)c2)O3)nc1
<RX_3>,train,CCOC(=O)C(F)(F)Br.CS(=O)(=O)c1ccccc1I,CCOC(=O)C(F)(F)c1ccccc1S(C)(=O)=O
<RX_2>,train,CC(C)(C)N.COc1ccc(-n2nc(C(=O)O)cc2-c2cnccn2)cn1,COc1ccc(-n2nc(C(=O)NC(C)(C)C)cc2-c2cnccn2)cn1
<RX_1>,train,CC(C)(C)COC(=O)N1CCC(O)CC1.CS(=O)(=O)c1ccc(N2CCc3c(Cl)ncnc32)c(F)c1,CC(C)(C)COC(=O)N1CCC(Oc2ncnc3c2CCN3c2ccc(S(C)(=O)=O)cc2F)CC1
<RX_3>,train,CCCC[Sn](CCCC)(CCCC)C1=CCOCC1.COc1ccc(C2COCCO2)c2sc(NC(=O)c3ccnc(Br)c3)nc12,COc1ccc(C2COCCO2)c2sc(NC(=O)c3ccnc(C4=CCOCC4)c3)nc12
<RX_1>,train,CC(C)(C)OC(=O)N1CCc2cc(O)ccc21.CS(=O)(=O)OCCCc1ccc(F)cc1F,CC(C)(C)OC(=O)N1CCc2cc(OCCCc3ccc(F)cc3F)ccc21
<RX_6>,train,COC(=O)c1ccc2c(c1)C(F)(F)C1(C2)C(=O)Nc2ncccc21,O=C(O)c1ccc2c(c1)C(F)(F)C1(C2)C(=O)Nc2ncccc21
<RX_7>,train,CC(C)(C)c1ccc(C(=O)O)cc1[N+](=O)[O-],CC(C)(C)c1ccc(CO)cc1[N+](=O)[O-]
<RX_2>,train,CC(=O)Cl.COc1cccc(CCN)c1,COc1cccc(CCNC(C)=O)c1
<RX_1>,train,CI.O=C1Nc2c(F)cccc2C1=O,CN1C(=O)C(=O)c2cccc(F)c21
<RX_6>,train,COC(=O)c1ccc(C(C)Oc2ccc(C)cc2)cc1,Cc1ccc(OC(C)c2ccc(C(=O)O)cc2)cc1
<RX_2>,train,CC(C)(CC(=O)O)c1ccccc1.Nn1nc(S(=O)(=O)c2ccccc2)c2ccccc2c1=O,CC(C)(CC(=O)Nn1nc(S(=O)(=O)c2ccccc2)c2ccccc2c1=O)c1ccccc1
<RX_1>,train,CCI.CCS(=O)(=O)NCc1cncc(Br)c1,CCN(Cc1cncc(Br)c1)S(=O)(=O)CC
<RX_6>,train,FC(F)(F)Oc1ccc(-c2cn(CCN3CCCCC3)nc2OCc2ccccc2)cc1,Oc1nn(CCN2CCCCC2)cc1-c1ccc(OC(F)(F)F)cc1
<RX_2>,train,CCOC(Cc1ccc(C(C)(C)O[SiH2]C(C)(C)C)cc1)C(=O)O.OCC(Cl)(Cl)Cl,CCOC(Cc1ccc(C(C)(C)O[SiH2]C(C)(C)C)cc1)C(=O)OCC(Cl)(Cl)Cl
<RX_3>,train,Cc1ccc2cc(Br)ccc2n1.OB(O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccc2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2n1
<RX_1>,train,C=O.Cc1n[nH]c2cc(N)ccc12,CNc1ccc2c(C)n[nH]c2c1
<RX_7>,train,N#CN=C1NCCN1c1ccc([N+](=O)[O-])cc1,N#CN=C1NCCN1c1ccc(N)cc1
<RX_1>,train,BrCc1ccccc1.CC(C)(C)OC(=O)N1CCN(c2cccc3c2COC(=O)N3)CC1,CC(C)(C)OC(=O)N1CCN(c2cccc3c2COC(=O)N3Cc2ccccc2)CC1
<RX_2>,train,CC(C)(C)OC(=O)[C@@H](N)Cc1ccccc1.CO[C@@H]([C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21)[C@@H](C)C(=O)O,CO[C@@H]([C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C
<RX_2>,train,CC(=O)OC(C)=O.COc1ccc(CN(c2ncns2)S(=O)(=O)c2ccc3c(c2)NCCN3c2ccc(C(F)(F)F)cc2Cl)c(OC)c1,COc1ccc(CN(c2ncns2)S(=O)(=O)c2ccc3c(c2)N(C(C)=O)CCN3c2ccc(C(F)(F)F)cc2Cl)c(OC)c1
<RX_1>,train,CNC.O=C(Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)cc1)C(Cl)c1ccccc1,CN(C)C(C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)cc1)c1ccccc1
<RX_2>,train,CN(C)CCN.O=C(O)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,CN(C)CCNC(=O)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1
<RX_6>,train,CC(C)(C)OC(=O)Nc1cccc(C2=CC(=O)N(C(C)(C)C)S2(=O)=O)c1,CC(C)(C)N1C(=O)C=C(c2cccc(N)c2)S1(=O)=O
<RX_1>,train,C1CCNCC1.O=Cc1cc2nc(Cl)nc(N3CCOCC3)c2s1,Clc1nc(N2CCOCC2)c2sc(CN3CCCCC3)cc2n1
<RX_9>,train,Cc1cc(C=O)cc(Oc2nc(Cl)nc(Cl)c2C(C)C)c1.NO,Cc1cc(C=NO)cc(Oc2nc(Cl)nc(Cl)c2C(C)C)c1
<RX_1>,train,CCNCCOc1ccccc1.O=C1CCC(N2Cc3c(OCc4ccc(CBr)cc4)cccc3C2=O)C(=O)N1,CCN(CCOc1ccccc1)Cc1ccc(COc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)cc1
<RX_2>,train,CC1CCCC1O.Cc1ccc(S(=O)(=O)Cl)cc1,Cc1ccc(S(=O)(=O)OC2CCCC2C)cc1
<RX_2>,train,CNc1ccc(C(=O)O)cc1.COc1ccc(C(=O)Cl)cc1,COc1ccc(C(=O)N(C)c2ccc(C(=O)O)cc2)cc1
<RX_3>,train,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.Cc1ccc(C=O)cc1,COC(=O)/C=C/c1ccc(C)cc1
<RX_6>,train,CCOC(=O)c1ccc2[nH]c3c(c2c1)CCCc1cn[nH]c1-3,O=C(O)c1ccc2[nH]c3c(c2c1)CCCc1cn[nH]c1-3
<RX_2>,train,Clc1ccc(N2CCCNCC2)c(Cl)c1.O=C(Cl)COCc1ccccc1,O=C(COCc1ccccc1)N1CCCN(c2ccc(Cl)cc2Cl)CC1
<RX_3>,train,C#CC(O)(CC)CC.CCC(CC)(c1ccc(Br)c(C)c1)c1cc(C)c(O)c(C)c1,CCC(O)(C#Cc1ccc(C(CC)(CC)c2cc(C)c(O)c(C)c2)cc1C)CC
